page_id,text_id,title,original_title,full_bibliographic_entry,year,publisher,location,language,page_count,clean_content,categories,main_category,time_period
4569,33443,''',1924,"'''[1924]: Nero-Film AG, Berlin'''\n\n''Das Haus am Meer'' [A silent black and white film based on Stefan Zweig's 1912 drama ""Das Haus am Meer""]\n\nLanguage: German\nDirector: Fritz Kaufmann\nProducer: Heinrich Nebenzahl\n\nScript writers: Fritz Kauf",1924.0,'''[1924]: Nero-Film AG,Berlin,German\nDirector: Fritz Kaufmann\nProducer: Heinrich Nebenzahl\n\nScript writers: Fritz Kaufmann and Bobby E,,"'''[1924]: Nero-Film AG, Berlin'''\n\n''Das Haus am Meer'' [A silent black and white film based on Stefan Zweig's 1912 drama ""Das Haus am Meer""]\n\nLanguage: German\nDirector: Fritz Kaufmann\nProducer: Heinrich Nebenzahl\n\nScript writers: Fritz Kaufmann and Bobby E. Lüthge\nCast: Asta Nielsen, Gregori Chmara, Albert Steinrück, Carl Auen et al.\nArt director: Kurt Richter\nCinematographers: Alfredo Lenci and Erich Waschneck\nMusic by: Bruno Schulz\nRuntime: 1 hour and 2 minutes\nReleased in Germany on 28 March 1924\n\n\n\n\n",Films / Plays / Operas,Films,During Lifetime (1881-1942)
6358,45578,''',1912,"'''[1912]: Insel Verlag, Leipzig'''\n\n''Das Haus am Meer. Ein Schauspiel in zwei Teilen (Drei Aufzügen)''. 170/(1)p. Premiere performance: Hofburgtheater, Wien, 26 October 1912 [A deluxe edition of 25 numbered copies was also printed on Dutch handma",1912.0,Das Haus am Meer,Leipzig,German,170,"'''[1912]: Insel Verlag, Leipzig'''\n\n''Das Haus am Meer. Ein Schauspiel in zwei Teilen (Drei Aufzügen)''. 170/(1)p. Premiere performance: Hofburgtheater, Wien, 26 October 1912 [A deluxe edition of 25 numbered copies was also printed on Dutch handmade paper]\n\n'''Reprinted in:'''\n\nDie Dramen [Frankfurt am Main, 1964], No. 6, pp. (229)-(329)\nDas Lamm des Armen. Dramen [Frankfurt am Main, 1984], No. 1, pp. (7)-133\nMicrocard reprint, 2 cards. Louisville, Kentucky: Falls City Microcards, 1964\n\n\n'''Excerpt:'''\n\n""Das Haus am Meer. Ein Schauspiel"" [Zweiter Teil: Die Heimkehr] in ''Bühne und Welt'' [Leipzig/Hamburg], 13:23 [23 September 1912], pp. 448-466; 14:24 [30 September 1912], pp. 491-495\n\n\n'''Review/Dsicussion:'''\n\nBab, Julius. ''Der Wille zum Drama. Neue Folge der 'Wege zum Drama'. Deutsches Dramenjahr 1911-1918''. Berlin: Oesterheld Verlag, 1919, pp. 45-48 [Das Haus am Meer]. Reprinted: ''Die Chronik des deutschen Dramas''. 5 vols. Berlin: Oesterheld Verlag, 1922-1926, Vol. 4 [1922], pp. 41-45. Reprinted: 5 vols. in 2 vols. Darmstadt: Wissenschaftliche Buchgemeinschft, 1972\n\nW. ""Burgtheater: 'Das Haus am Meer'"" in ''Neue Freie Presse'' [Wien], 27 October 1912, pp. (1)-3\n\n\n\n\n",Dramas / Volumes (German),Dramas,During Lifetime (1881-1942)
157,45607,'''Volume:'''\n\n''',1918,"'''Volume:'''\n\n'''[1918]: Max Rascher Verlag, Zürich'''\n\n''Das Herz Europas. Ein Besuch im Genfer Roten Kreuz''. 16p. Front cover by Frans Masereel. Front cover reprinted in the ''Marbacher Magazin'' [Marbach am Neckar], 31 [1984], p. 64\n\n\n'''",1918.0,Das Herz Europas,Wien,German,16.0,"'''Volume:'''\n\n'''[1918]: Max Rascher Verlag, Zürich'''\n\n''Das Herz Europas. Ein Besuch im Genfer Roten Kreuz''. 16p. Front cover by Frans Masereel. Front cover reprinted in the ''Marbacher Magazin'' [Marbach am Neckar], 31 [1984], p. 64\n\n\n'''Individual Essay:'''\n\n""Das Herz Europas"" in ''Neue Freie Press'' [Wien], 23 December 1917, pp. (1)-5\n\n'''Reprinted as:''' ""Das Herz Europas. Ein Besuch im Genfer Roten Kreuz"" in:\n\nBegegnungen mit Menschen, Büchern, Städten [Wien/Leipzig/Zürich, 1937], No. 21, pp. 203-217; [Frankfurt am Main, 1955], No. 21, pp. 194-207\n\n''Das Buch vom Roten Kreuz. Das Rote Kreuz von den Anfängen bis heute''. Edited by Eugen Th. Rimli. Zürich: Fraumünster Verlag, 1944, pp. 228-231\n\nEssays. Auswahl 1907-1924 [Leipzig, 1983], No. 13, pp. 152-165\n\nDie schlaflose Welt. Aufsätze und Vorträge aus den Jahren 1909-1941 [Frankfurt am Main, 1983 and 1990], No. 10, pp. 74-(80)\n\nZeit und Welt [Frankfurt am Main, 1981], No. 5, pp. 29-42\n\n\n'''Excerpt:'''\n\n""Das Herz Europas"" in ''Neue Zürcher Zeitung'' [Zürich], 1 January 1918, Viertes Blatt, p. (1) [Introductory remarks by E. K.]\n\n\n\n\n",Essays / Volumes (German); Essays / Individual Essays (German),Essays,During Lifetime (1881-1942)
4911,34877,Das Jüdische in meinem Wesen und Schaffen,,Das Jüdische in meinem Wesen und Schaffen,,,,,,Das Jüdische in meinem Wesen und Schaffen,,,
4910,34881,"""Das Jüdische in meinem Wesen und Schaffen. Antworten auf eine Rundfrage von: Max Brod, Kurt Walter Goldschmidt, Georg Hermann, Kurt Hiller, Siegfried Jacobsohn, Isidor Landau, Ernst Lissauer, Jakob Loewenberg, Arthur Silbergleit, Ernst Toller, Arnold Zweig, Stefan Zweig"" in ''Jüdisch-liberale Zeitung''",Organ der Vereiningung für das liberale Judentum e. V.,"""Das Jüdische in meinem Wesen und Schaffen. Antworten auf eine Rundfrage von: Max Brod, Kurt Walter Goldschmidt, Georg Hermann, Kurt Hiller, Siegfried Jacobsohn, Isidor Landau, Ernst Lissauer, Jakob Loewenberg, Arthur Silbergleit, Ernst Toller, Arnol",1925.0,"""Das Jüdische in meinem Wesen und Schaffen. Antworten auf eine Rundfrage von: Max Brod",Berlin,German,,"""Das Jüdische in meinem Wesen und Schaffen. Antworten auf eine Rundfrage von: Max Brod, Kurt Walter Goldschmidt, Georg Hermann, Kurt Hiller, Siegfried Jacobsohn, Isidor Landau, Ernst Lissauer, Jakob Loewenberg, Arthur Silbergleit, Ernst Toller, Arnold Zweig, Stefan Zweig"" in ''Jüdisch-liberale Zeitung'' [Organ der Vereiningung für das liberale Judentum e. V.] \n[Berlin], 5:42 [16 October 1925], pp. 1-3, Stefan Zweig, p. 2\n\n\n\n\n",Essays / Individual Essays (German),Essays,During Lifetime (1881-1942)
7553,61088,Das Kreuz (VIST),,Das Kreuz (VIST),,,,,,Das Kreuz (VIST),,,
7554,61091,'''See:''' Das Kreuz (VIST)\n\n\n\n,,'''See:''' Das Kreuz (VIST)\n\n\n\n,,,See,German,,'''See:''' Das Kreuz (VIST)\n\n\n\n,Fiction / Individual Stories (German),Fiction,
312,61089,"""Das Kreuz"" in ''Die Nation''",Berlin,"""Das Kreuz"" in ''Die Nation'' [Berlin], 23:14 [6 January 1906], pp. 222-224\n\n'''Reprinted in:'''\n\nDer Amokläufer. Erzählungen [Frankfurt am Main, 1984-2010], No. 2, pp. 50-(62)\nDer Amokläufer. Erzählungen [Frankfurt am Main, 1989-2012], No. 2, p",1906.0,"""Das Kreuz"" in ''Die Nation'' [Berlin]",Berlin,German,,"""Das Kreuz"" in ''Die Nation'' [Berlin], 23:14 [6 January 1906], pp. 222-224\n\n'''Reprinted in:'''\n\nDer Amokläufer. Erzählungen [Frankfurt am Main, 1984-2010], No. 2, pp. 50-(62)\nDer Amokläufer. Erzählungen [Frankfurt am Main, 1989-2012], No. 2, pp. 54-(66) [Fischer Taschenbuch, 9239]\nStefan Zweig. ""Ich habe das Bedürfnis nach Freunden"". Erzählungen, Essays und unbekannte Texte [Wien/Graz/Klagenfurt, 2013], No. 3, pp. 19-29\nVergessene Träume / Die Erzählungen, Band 1 [1900-1911] [Wien, 2018], No. 10, pp. 216-228. Biographical data, No. 29, pp. 538-539\n\n\n\n\n",Fiction / Volumes (German),Fiction,During Lifetime (1881-1942)
6368,45850,Das Lamm des Armen. Tragikömodie,,Das Lamm des Armen. Tragikömodie,,,,,,Das Lamm des Armen. Tragikömodie,,,
31,27594,''',1984,"'''[1984]: S. Fischer Verlag, Frankfurt am Main'''\n\n''Das Lamm des Armen. Dramen''. Edited with an afterword by Knut Beck. 420/(2)p. [Gesammelte Werke in Einzelbänden]\n\n*1st edition. 3,000 copies. 1984\n\nKassette IV: Stefan Zweig - Ein großer Eu",1984.0,Das Lamm des Armen,Frankfurt,German,420,"'''[1984]: S. Fischer Verlag, Frankfurt am Main'''\n\n''Das Lamm des Armen. Dramen''. Edited with an afterword by Knut Beck. 420/(2)p. [Gesammelte Werke in Einzelbänden]\n\n*1st edition. 3,000 copies. 1984\n\nKassette IV: Stefan Zweig - Ein großer Europäer: Erzähler - Essayist - Dramatiker, Vol. 4\n*1st edition. 3,000 copies. 1984\n\n'''Contents:\n\nDas Haus am Meer. Schauspiel in drei Aufzügen, pp. (7)-133\nDer verwandelte Komödiant. Ein Spiel aus dem deutschen Rokoko, pp. (135)-(172)\nLegende eines Lebens. Ein Kammerspiel in drei Aufzügen, pp. (173)-(261)\nDas Lamm des Armen. Tragikomödie in drei Aufzügen (in neun Bildern), pp. (263)-(336)\nAdam Lux. Zehn Bilder aus dem Leben eines deutschen Revolutionärs, pp. (337)-(406)\nNachbemerkung des Herausgebers [Knut Beck], pp. (407)-(421)\nBibliographischer Nachweis, p. (422)\n\n\n\n\n\n",Collected and Selected Works; Dramas / Volumes (German),Collected and Selected Works,Late 20th Century (1981-2000)
6367,45849,''',1929,"'''[1929]: Insel Verlag, Leipzig'''\n\n''Das Lamm des Armen. Tragikömodie in drei Akten (neun Bildern)''. 137/(1)p. Dedication: Meinem Bruder zum 13. Oktober 1929. Premiere performances: 15 March 1930 in the Lobetheater, Breslau; Städtisches Schauspi",1929.0,Das Lamm des Armen,Leipzig,German,137,"'''[1929]: Insel Verlag, Leipzig'''\n\n''Das Lamm des Armen. Tragikömodie in drei Akten (neun Bildern)''. 137/(1)p. Dedication: Meinem Bruder zum 13. Oktober 1929. Premiere performances: 15 March 1930 in the Lobetheater, Breslau; Städtisches Schauspielhaus, Hannover; Stadttheater, Lübeck; Neues Deutsches Theater, Prag\n\n'''Reprinted in:'''\n\nDie Dramen [Frankfurt am Main, 1964], No. 13, pp. (711)-(759)\nDas Lamm des Armen. Dramen [Frankfurt am Main, 1984], No. 4, pp. (263)-(336)\n\n\n\n\n\n",Dramas / Volumes (German); Dramas / Individual Dramas (German),Dramas,During Lifetime (1881-1942)
4624,33639,''',1978,"'''[1978]: ZDF (Zweites Deutsches Fernsehen) Productions, Mainz'''\n\n''Das Lamm des Armen'' [A color TV film drama based on Stefan Zweig's 1929 drama ''Das Lamm des Armen. Tragikomödie in drei Akten'']\n\nLanguage: German\nDirector: Oswald Döpke\nSc",1978.0,'''[1978]: ZDF (Zweites Deutsches Fernsehen) Productions,Language,"German\nDirector: Oswald Döpke\nScript writer: Oswald Döpke\nCast: Rolf Becker, Angelika Bender, Horst Frank, Elisabeth Goebel et al",,"'''[1978]: ZDF (Zweites Deutsches Fernsehen) Productions, Mainz'''\n\n''Das Lamm des Armen'' [A color TV film drama based on Stefan Zweig's 1929 drama ''Das Lamm des Armen. Tragikomödie in drei Akten'']\n\nLanguage: German\nDirector: Oswald Döpke\nScript writer: Oswald Döpke\nCast: Rolf Becker, Angelika Bender, Horst Frank, Elisabeth Goebel et al.\nRuntime: 1 hour and 39 minutes\nReleased in West Germany on 27 February 1978\n\n\n\n\n\n\n",Films / Plays / Operas,Films,Post-WWII (1943-1980)
7305,57867,"""Das Leben"" in ''Deutsche Dichtung''",Berlin,"""Das Leben"" in ''Deutsche Dichtung'' [Berlin], 30 [June 1901], p. 111\n\n'''Reprinted in:'''\n\n""Was wir wollen!"" Gedichte und Nachdichtungen [Krems an der Donau, 2019], No. 21, p. 32\n\n\n\n\n",1901.0,"""Das Leben"" in ''Deutsche Dichtung'' [Berlin]",Berlin,German,,"""Das Leben"" in ''Deutsche Dichtung'' [Berlin], 30 [June 1901], p. 111\n\n'''Reprinted in:'''\n\n""Was wir wollen!"" Gedichte und Nachdichtungen [Krems an der Donau, 2019], No. 21, p. 32\n\n\n\n\n",Poetry / Individual Poems (German),Poetry,During Lifetime (1881-1942)
4574,34297,"''Das Schicksal einer Nacht"". See: Vierundzwanzig Stunden aus dem Leben einer Frau / Film",1927,"''Das Schicksal einer Nacht"". See: Vierundzwanzig Stunden aus dem Leben einer Frau / Film [1927]\n\n\n",1927.0,,See,,,"''Das Schicksal einer Nacht"". See: Vierundzwanzig Stunden aus dem Leben einer Frau / Film [1927]\n\n\n",Films / Plays / Operas,Films,During Lifetime (1881-1942)
4568,33568,''',1923,"'''[1923]: Comedia-Film GmbH, Berlin'''\n\n''Das brennende Geheimnis'' [A silent, black and white film drama based on Stefan Zweig's novella ""Brennendes Geheimnis"". Also known as ""Mutter, dein Kind ruft"" in German; ""L'appel de l'enfant"" in French; an",1923.0,'''[1923]: Comedia-Film GmbH,Berlin,"German\nDirector: Rochus Gliese\nScript writer: Hans Janowitz [as Hanns Janowitz]\nArt directors: Rochus Gliese and Kurt Kahle\nCast: Ernst Deutsch, Otto Gebühr, Wilhelm Diegelmann, Olga Belajeff et al",,"'''[1923]: Comedia-Film GmbH, Berlin'''\n\n''Das brennende Geheimnis'' [A silent, black and white film drama based on Stefan Zweig's novella ""Brennendes Geheimnis"". Also known as ""Mutter, dein Kind ruft"" in German; ""L'appel de l'enfant"" in French; and ""The Burning Secret"" in English]\n\nLanguage: German\nDirector: Rochus Gliese\nScript writer: Hans Janowitz [as Hanns Janowitz]\nArt directors: Rochus Gliese and Kurt Kahle\nCast: Ernst Deutsch, Otto Gebühr, Wilhelm Diegelmann, Olga Belajeff et al.\nCinematographer: Curt Helling\nRuntime: Not indicated\nReleased in Germany (Berlin) on 27 September 1923\n\n\n\n",Films / Plays / Operas,Films,During Lifetime (1881-1942)
2652,52978,"""Das erste Wort über den Ozean, Cyrus W. Field, 28. Juli 1858"" in:\n\nSternstunden der Menschheit. Historische Miniaturen","Wien, 2017","""Das erste Wort über den Ozean, Cyrus W. Field, 28. Juli 1858"" in:\n\nSternstunden der Menschheit. Historische Miniaturen [Wien, 2017], No. 14, pp. 211-235. See also: No. 33, pp. 390-394\nSternstunden der Menschheit * Legenden * Schachnovelle [Stuttg",1858.0,"""Das erste Wort über den Ozean",Wien,German,,"""Das erste Wort über den Ozean, Cyrus W. Field, 28. Juli 1858"" in:\n\nSternstunden der Menschheit. Historische Miniaturen [Wien, 2017], No. 14, pp. 211-235. See also: No. 33, pp. 390-394\nSternstunden der Menschheit * Legenden * Schachnovelle [Stuttgart/Hamburg/München, 1977], No. 10, pp. (156)-180\nSternstunden der Menschheit. Vierzehn historische Miniaturen [Frankfurt am Main, 1987/1997/1998/2002/2006], No. 10, pp. 153-176; [Frankfurt am Main, 2009], No. 10, pp. 141-162; [Frankfurt am Main, 2012], No. 10, pp. 203-234; [Zürich, 2013], No. 10, pp. 172-(199); [Berlin, 2013], No. 10, pp. 156-(180); [Frankfurt am Main, 2016], No. 10, pp. 140-149, 151-160\n''Sternstunden der Menschheit. Vierzehn historische Miniaturen'' [Gütersloh/Wien, 2003] / Ausgewählte Werke in fünf Bänden, Vol. 4, No. 10, pp. 153-176\n''Sternstunden der Menschheit. Vierzehn historische Miniaturen'' [Frankfurt am Main, 1998] / Ausgewählte Werke in vier Bänden, Vol. 3, No. 10, pp. 153-176\nSternstunden der Menschheit. Zwolf historische Miniaturen [Stockholm, 1943], No. 10, pp. 185-214; [Frankfurt am Main, 1950], No. 10, pp. (181)-(208); [Frankfurt am Main, 1951], No. 10, pp. (151)-(172); [Frankfurt am Main, 1958], No. 10, pp. (159)-(182); [Frankfurt am Main, 1964], No. 10, pp. 146-(153); [Frankfurt am Main, 1981], No. 10, pp. 154-(178); [Berlin/Weimar, 1984], No. 10, pp. 129-148; [Köln, 2013], No. 10, pp. (217)-251\n\n\n\n\n",Essays / Individual Essays (German); Historical Studies / Individual Essays (German),Essays,Pre-Zweig (before 1881)
3563,34162,''',1951,'''[1951]: Ring-Film [Wien] / Kammerspiel-Film [Hamburg]'''\n\n''Das gestohlene Jahr'' [A black and white film drama based on an unpublished novella by Stefan Zweig]\n\nLanguage: German\nDirector: Wilfried Fraß\nProducer: Karl F. Sommer\nScript write,1951.0,'''[1951]: Ring-Film [Wien] / Kammerspiel-Film [Hamburg]'''\n\n''Das gestohlene Jahr'' [A black and white film drama based on an unpublished novella by Stefan Zweig]\n\nLanguage: German\nDirector: Wilfried Fraß\nProducer: Karl F. Sommer\nScript writers: Wilfried Fraß,Wien,German\nDirector: Wilfried Fraß\nProducer: Karl F,,"'''[1951]: Ring-Film [Wien] / Kammerspiel-Film [Hamburg]'''\n\n''Das gestohlene Jahr'' [A black and white film drama based on an unpublished novella by Stefan Zweig]\n\nLanguage: German\nDirector: Wilfried Fraß\nProducer: Karl F. Sommer\nScript writers: Wilfried Fraß, Berthold Viertel, and Walter von Hollander\nCast: Ewald Balser, Oskar Werner, Elisabeth Höbarth, Fita Benkhoff, Albert Florath, Heinz Klingenberg et al.\nMusic by: Alfred Uhl\nCinematographer: Karóly Kurzmayer\nRuntime: 1 hour and 29 minutes\nReleased in Austria on 4 January 1951 and in West Germany on 22 June 1951 \n\n\nSee: Thomas Eicher. ""''Rausch der Verwandlung'' als Filmprojekt? Stefan Zweigs Nachlassroman, die Filmnovelle ''Das gestohlene Jahr'' und die Folgen"" in Stefan Zweig lebt. Akten des 2. Internationalen Stefan Zweig Kongresses in Salzburg 1998 [1999], No. 5, pp. 33-48\n\n\n",Films / Plays / Operas,Films,Post-WWII (1943-1980)
3530,25228,Das große Schweigen,,Das große Schweigen,,,,,,Das große Schweigen,,,
3529,52460,"""Das große Schweigen""","Radio de Paris, 24 April 1940","""Das große Schweigen"" [Radio de Paris, 24 April 1940] in ''Das Neue Tage-Buch'' [Paris/Amsterdam], 8:18 [4 May 1940], pp. 424-426\n\n'''Reprinted in:'''\n\n""Erst wenn die Nacht fallt"" [Krems an der Donau, 2016], No. 13, pp. 103-111. Bibliographical d",1940.0,"""Das große Schweigen"" [Radio de Paris",Paris,German,,"""Das große Schweigen"" [Radio de Paris, 24 April 1940] in ''Das Neue Tage-Buch'' [Paris/Amsterdam], 8:18 [4 May 1940], pp. 424-426\n\n'''Reprinted in:'''\n\n""Erst wenn die Nacht fallt"" [Krems an der Donau, 2016], No. 13, pp. 103-111. Bibliographical data, p. 127\n\n''Neue Volkszeitung'' [New York], 22 June 1940, p. 2\n\nStefan Zweig. Für ein Europa des Geistes. Ausstellung der Stadt Salzburg 1992 [Salzburg, 1992], No. 13, pp. 87-91. Bibliographical reference, p. 114\n\nWorte haben keine Macht mehr [Wien, 2019], No. 35, pp. 182-187. Commentaries, p. 264\n\n\n'''Excerpt:'''\n\n""Das große Schweigen"" in ''Neue Volkszeitung'' [New York], 22 June 1940, p. 2\n\n\n'''Translations:'''\n\n'''English:''' ""The Great Silence"" [Translated by William G. Phelps] in ''The Shreveport Times'' [Shreveport], 30 June 1940, p. 5. This is a translation of the excerpt printed in the ''Neue Volkszeitung''. See: Hannah Arendt. ''The Jew as Pariah. Jewish Identity and Politics in the Modern Age''. Edited by Ron H. Feldman. New York: Grove Press, 1978, pp. 120-121 [Included in the chapter ""Portrait of a Period"", 112-121]\n\n'''French:''' ""Pour ceux qui ne peuvent pas parler"" [Translated by Jacques Le Rider] in Stefan Zweig. L'Esprit européen en exil [Paris, 2020], No. 49, pp. (337)-343\n\n'''Portuguese:''' ""Para os que não podem falar"" [Translated by Hugo Fortes] in Obras completas de Stefan Zweig [Rio de Janeiro, 1960]], Vol. 8, No. 25, pp. (515)-519\n\n\n\n\n\n\n\n\n\n\n",Essays / Individual Essays (German),Essays,During Lifetime (1881-1942)
7165,54440,"""Das nordische Venedig""",i.e. Brügge / 11 illustrations,"""Das nordische Venedig"" [i.e. Brügge / 11 illustrations] in ''Vom Fels zum Meer - Die weite Welt'' [Berlin], 22:3 [October 1902], pp. 146-150\n\n'''Reprinted in:'''\n\nAuf Reisen [Frankfurt am Main, 1993/1994/1998], No. 2, pp. 17-(21) [Fischer Tasche",1902.0,"""Das nordische Venedig"" [i.e. Brügge / 11 illustrations] in ''Vom Fels zum Meer - Die weite Welt'' [Berlin]",Berlin,German,,"""Das nordische Venedig"" [i.e. Brügge / 11 illustrations] in ''Vom Fels zum Meer - Die weite Welt'' [Berlin], 22:3 [October 1902], pp. 146-150\n\n'''Reprinted in:'''\n\nAuf Reisen [Frankfurt am Main, 1993/1994/1998], No. 2, pp. 17-(21) [Fischer Taschenbuch, 10164]; [Frankfurt am Main, 2004/2008], No. 2, pp. 17-(21) [Fischer Taschenbuch, 16012]\n\nAuf Reisen. Feuilletons und Berichte [Frankfurt am Main, 1987/2004], No. 2, pp. 17-(21) [Gesammelte Werke in Einzelbänden]\n\n\n'''Translations:'''\n\n'''Turkish:''' ""Kuzeyin Venedik'i"" in Yolculuklar üzerine [č°stanbul, 2011], No. 3, pp. 8-12\n\n\n\n",Essays / Individual Essays (German),Essays,During Lifetime (1881-1942)
6282,44757,Das schönste Grab der Welt,,Das schönste Grab der Welt,,,,,,Das schönste Grab der Welt,,,
6281,54747,"""Das schönste Grab der Welt"" from ""Reise nach Rußland"" in ''Neue Freie Presse''",Wien,"""Das schönste Grab der Welt"" from ""Reise nach Rußland"" in ''Neue Freie Presse'' [Wien], 21 October - 6 November 1928: ""Jassnaja Poljana"", ""Das schönste Grab der Welt"", and ""Ausflug nach Leningrad"", 1 November 1928, pp. (1)-3. '''See:''' Reise nach Ru",1928.0,Jassnaja Poljana,Wien,German,,"""Das schönste Grab der Welt"" from ""Reise nach Rußland"" in ''Neue Freie Presse'' [Wien], 21 October - 6 November 1928: ""Jassnaja Poljana"", ""Das schönste Grab der Welt"", and ""Ausflug nach Leningrad"", 1 November 1928, pp. (1)-3. '''See:''' Reise nach Rußland\n\n'''Reprinted in:''' [""Das schönste Grab der Welt""]\n\nBegegnungen mit Menschen, Büchern, Städten [Wien/Leipzig/Zürich, 1937], No. 28, pp. (276)-277; [Frankfurt am Main, 1955], No. 28, pp. 262-263\nLänder, Städte, Landschaften [Frankfurt am Main, 1981], No. 15, pp. 132-133\n''Die Neue Zeitung'' [München/Berlin/Frankfurt am main], 3 November 1947, p. (3) [Feuilleton und Kunstbeilage]\n\n\n\n\n",Essays / Individual Essays (German),Essays,During Lifetime (1881-1942)
